traveler,partNo,pot,forecastPieces,receivedPieces,receivedBoxQty,receivedWeight,receiveDate,receivedBy,note,createdAt
714578,F1302AB,1572,20000,20000,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714580,F1302AB,522,20129,20129,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714581,F1302AB,116,18932,18932,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714582,06514720AA,81,41765,41765,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714583,06514720AA,332,37104,37104,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714584,06514720AA,1698,43710,43710,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714585,06514720AA,1398,35656,35656,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714586,06514720AA,1108,40407,40407,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714587,06514720AA,1388,39367,39367,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714588,11561645,1807,131299,131299,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714589,11561645,1787,119481,119481,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714590,11609789-IN-MR,976,50748,50748,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714596,4200818SHJ5A00Z,817,30663,30663,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714597,4200818SHJ5A00Z,1362,32594,32594,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714598,4200818SHJ5A00Z,470,29798,29798,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714599,4200818SHJ5A00Z,639,32997,32997,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714600,4200818SHJ5A00Z,1688,31326,31326,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714604,HL3W-4320-AA,1678,6048,6048,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714606,HL3W-4320-AA,175,5708,5708,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714607,HL3W-4320-AA,416,6343,6343,,,2026-08-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714610,BL3W-4320-BA-L,707,4755,4755,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714611,BL3W-4320-BA-L,1079,4640,4640,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714614,06511777AA,784,19471,19471,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714617,06511777AA,486,19388,19388,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714648,11546774-MY-AK,1078,12687,12687,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714649,11546774-MY-AK,331,14211,14211,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714650,11546774-MY-AK,818,13199,13199,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714651,11546774-MY-AK,706,14114,14114,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714652,11546774-MY-AK,219,14737,14737,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714653,11546774-MY-AK,152,14709,14709,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714654,11549204,105,7863,7863,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714655,11549204,419,7226,7226,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714656,11546774-MY-AK,1099,14197,14197,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714657,11546774-MY-AK,652,12895,12895,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714658,11549204,1355,7830,7830,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714659,11549204,231,7258,7258,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714660,11549204,532,7035,7035,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714661,11549204,657,8021,8021,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714662,11549204,945,7258,7258,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714663,11549204,34,7936,7936,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714664,11549204,543,7725,7725,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714665,11549204,895,7258,7258,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714666,11546545,1303,95917,95917,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714667,11546545,920,86083,86083,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714668,11546545,1300,90583,90583,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714669,11546545,1397,97083,97083,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714670,11546545,1559,98750,98750,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714671,11546545,848,85250,85250,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714672,11546545,1773,90500,90500,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714673,11546545,396,96167,96167,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714675,P7241250,1701,61558,61558,,,2026-09-02,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714680,11546370-MY-AK,1319,7685,7685,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714681,11546370-MY-AK,482,7148,7148,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714682,11546370-MY-AK,395,7852,7852,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714683,11546370-MY-AK,1785,7275,7275,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714684,11546370-MY-AK,743,7094,7094,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714685,11546370-MY-AK,60,7772,7772,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714686,11546370-MY-AK,815,7960,7960,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714687,11546370-MY-AK,337,7013,7013,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714688,11546370-MY-AK,397,7302,7302,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714689,11546370-MY-AK,457,7564,7564,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714690,W520101-S450,774,128864,128864,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714691,W520101-S450,585,112386,112386,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714692,W520101-S450,792,121250,121250,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714693,W520101-S442,147,121136,121136,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714694,W520101-S442,650,125000,125000,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714695,W520101-S442,498,125000,125000,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714696,W520101-S450,881,128977,128977,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714697,W520101-S450,933,125682,125682,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714698,W520101-S437,188,129318,129318,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714699,W520101-S437,1507,116136,116136,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714700,W520101-S437,1011,120227,120227,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714701,W520101-S437,303,126818,126818,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714702,W520413-S450L,243,76623,76623,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714703,W520413-S450L,1318,57857,57857,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714704,W520111-S450B,1417,143735,143735,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714705,W520111-S450B,1357,113494,113494,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714706,W520111-S450B,1737,133855,133855,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714707,W520111-S450B,443,123855,123855,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714708,N620483-S2,1687,23251,23251,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714709,N620483-S2,851,21626,21626,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714710,11547059,400,23516,23516,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714711,11547059,1312,21934,21934,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714712,11547059,83,22637,22637,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714713,11547059,1336,23209,23209,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714714,11602659,1585,19521,19521,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714715,11602659,230,17518,17518,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714718,11602659,1518,12394,12394,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714719,11602659,529,11206,11206,,,2026-08-18,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714720,94012078,1351,2846,2846,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714721,94012078,1345,2221,2221,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714722,94012078,1423,2692,2692,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
714723,94012078,1667,2293,2293,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715600,06513904AA,149,9950,9950,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715601,06513904AA,343,11956,11956,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715602,06511834AA,23,3000,3000,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715603,06511834AA,688,3000,3000,,,2026-08-17,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715604,06511834AA,1083,2727,2727,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715605,06511834AA,593,3345,3345,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715606,06101968-A,1329,75303,75303,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715607,06101968-A,1066,73258,73258,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715608,11546389,769,120260,120260,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715609,11546389,1801,126234,126234,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715610,11546389BR,1768,131429,131429,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715611,11546389BR,574,116883,116883,,,2026-07-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715612,06512106AA,102,6067,6067,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715613,06512106AA,694,6000,6000,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715614,11546456,693,77377,77377,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715615,11546456,187,74754,74754,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715616,11546456,795,78689,78689,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715617,11546456,971,74754,74754,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715618,11546456,793,74754,74754,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715619,11546456,90,75574,75574,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715620,11546456,677,82787,82787,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715621,11546456,1795,72213,72213,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715665,NU1510-00,953,40000,40000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715666,NU1510-00,73,43000,43000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715674,61273,896,7035,7035,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715675,61273,418,7734,7734,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715677,11588714,KIB,70000,70000,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715679,11588714,KIB,70000,70000,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715680,06509967AA,KIB,40000,40000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715681,06509967AA,KIB,40000,40000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715682,06509967AA,KIB,40000,40000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715683,06509967AA,KIB,40000,40000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715684,06105049AA,KIB,40000,40000,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715685,06105049AA,KIB,40000,40000,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715686,11546465,1096,39276,39276,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715687,11546465,752,33966,33966,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715701,06104725AA,586,106604,106604,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715702,06104725AA,1639,95000,95000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715703,06104725AA,2,108962,108962,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715704,06104725AA,939,108113,108113,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715705,06104725AA,1526,97736,97736,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715706,06104725AA,38,100283,100283,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715707,06104725AA,183,103208,103208,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715708,06104725AA,903,99340,99340,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715709,06104725AA,629,99057,99057,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715710,06104725AA,561,101132,101132,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715711,06104725AA,398,99057,99057,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715712,NU1510-00,1449,43000,43000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715713,NU1510-00,370,41000,41000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715714,NU1510-00,1592,46000,46000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715715,NU1510-00,1804,42000,42000,,,2026-08-03,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715722,11546367-MY-AK,350,24688,24688,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715723,11546367-MY-AK,564,24968,24968,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715724,11546367-MY-AK,1613,27075,27075,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715725,11546367-MY-AK,142,21957,21957,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715728,11546367-MY-AK,928,25226,25226,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715729,11546367-MY-AK,212,23656,23656,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715730,11546367-MY-AK,1757,24387,24387,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715731,11546367-MY-AK,322,25548,25548,,,2026-08-14,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715734,11546377,1738,87922,87922,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715735,11546377,376,74545,74545,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715736,11546377,109,68247,68247,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715737,11546377,271,65649,65649,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715738,11546377,894,72662,72662,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715739,11546377,626,61883,61883,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715746,W20-1028-020SL,365,8126,8126,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715747,W20-1028-020SL,1524,6940,6940,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715748,W20-1028-020SL,485,7570,7570,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715749,W20-1028-020SL,1806,7818,7818,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715750,W20-1028-020SL,174,7313,7313,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715751,W20-1028-020SL,889,7760,7760,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715752,11546449,171,92373,92373,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715753,11546449,1328,81186,81186,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715754,11546449,734,82203,82203,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715755,11546449,194,90678,90678,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715756,11546449,683,88729,88729,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715757,11546449,1711,84831,84831,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715758,11546449,1674,87288,87288,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715759,11546449,982,85847,85847,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715760,11546449,619,81525,81525,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715761,11546449,241,92797,92797,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
